Form	75 73 104 79	1681 2379	w9_forms_001.jpg
single	144 212 181 220	1681 2379	w9_forms_001.jpg
-	176 212 179 220	1681 2379	w9_forms_001.jpg
member 	179 212 223 220	1681 2379	w9_forms_001.jpg
LLC	224 212 246 220	1681 2379	w9_forms_001.jpg
Limited 	145 230 184 238	1681 2379	w9_forms_001.jpg
liability 	184 230 221 238	1681 2379	w9_forms_001.jpg
company	224 230 271 238	1681 2379	w9_forms_001.jpg
. 	271 230 274 238	1681 2379	w9_forms_001.jpg
Enter 	276 230 303 238	1681 2379	w9_forms_001.jpg
the 	306 230 323 238	1681 2379	w9_forms_001.jpg
tax 	325 230 342 238	1681 2379	w9_forms_001.jpg
classification 	344 230 409 238	1681 2379	w9_forms_001.jpg
(	412 230 414 238	1681 2379	w9_forms_001.jpg
C	416 230 424 238	1681 2379	w9_forms_001.jpg
=	424 230 429 238	1681 2379	w9_forms_001.jpg
C 	428 230 439 238	1681 2379	w9_forms_001.jpg
corporation	441 230 499 238	1681 2379	w9_forms_001.jpg
, 	499 230 501 238	1681 2379	w9_forms_001.jpg
S	506 230 513 238	1681 2379	w9_forms_001.jpg
=	513 230 519 238	1681 2379	w9_forms_001.jpg
S 	520 230 527 238	1681 2379	w9_forms_001.jpg
corporation	531 230 588 238	1681 2379	w9_forms_001.jpg
, 	589 230 591 238	1681 2379	w9_forms_001.jpg
P	595 230 602 238	1681 2379	w9_forms_001.jpg
-	603 230 609 238	1681 2379	w9_forms_001.jpg
Partnership	609 230 666 238	1681 2379	w9_forms_001.jpg
) 	666 230 670 238	1681 2379	w9_forms_001.jpg
►	671 230 681 238	1681 2379	w9_forms_001.jpg
Note	144 242 173 252	1681 2379	w9_forms_001.jpg
: 	170 242 174 252	1681 2379	w9_forms_001.jpg
Check 	177 242 211 252	1681 2379	w9_forms_001.jpg
the 	213 242 230 252	1681 2379	w9_forms_001.jpg
appropriate 	232 242 290 252	1681 2379	w9_forms_001.jpg
box 	293 242 314 252	1681 2379	w9_forms_001.jpg
in 	316 242 324 252	1681 2379	w9_forms_001.jpg
the 	328 242 343 252	1681 2379	w9_forms_001.jpg
line 	345 242 364 252	1681 2379	w9_forms_001.jpg
above 	367 242 399 252	1681 2379	w9_forms_001.jpg
for 	401 242 415 252	1681 2379	w9_forms_001.jpg
the 	418 242 434 252	1681 2379	w9_forms_001.jpg
tax 	437 242 453 252	1681 2379	w9_forms_001.jpg
classification 	456 242 521 252	1681 2379	w9_forms_001.jpg
of 	524 242 534 252	1681 2379	w9_forms_001.jpg
the 	537 242 553 252	1681 2379	w9_forms_001.jpg
single	556 242 585 252	1681 2379	w9_forms_001.jpg
-	586 242 589 252	1681 2379	w9_forms_001.jpg
member 	590 242 632 252	1681 2379	w9_forms_001.jpg
owner	635 242 666 252	1681 2379	w9_forms_001.jpg
. 	667 242 669 252	1681 2379	w9_forms_001.jpg
Do 	675 242 691 252	1681 2379	w9_forms_001.jpg
not 	693 242 709 252	1681 2379	w9_forms_001.jpg
check	712 242 743 252	1681 2379	w9_forms_001.jpg
LLC 	145 251 167 259	1681 2379	w9_forms_001.jpg
if 	168 251 177 259	1681 2379	w9_forms_001.jpg
the 	178 251 195 259	1681 2379	w9_forms_001.jpg
LLC 	197 251 218 259	1681 2379	w9_forms_001.jpg
is 	221 251 229 259	1681 2379	w9_forms_001.jpg
classified 	232 251 279 259	1681 2379	w9_forms_001.jpg
as 	283 251 294 259	1681 2379	w9_forms_001.jpg
a 	297 251 303 259	1681 2379	w9_forms_001.jpg
single	306 251 336 259	1681 2379	w9_forms_001.jpg
-	337 251 340 259	1681 2379	w9_forms_001.jpg
member 	341 251 383 259	1681 2379	w9_forms_001.jpg
LLC 	385 251 406 259	1681 2379	w9_forms_001.jpg
that 	409 251 429 259	1681 2379	w9_forms_001.jpg
is 	431 251 440 259	1681 2379	w9_forms_001.jpg
disregarded 	442 251 503 259	1681 2379	w9_forms_001.jpg
from 	505 251 530 259	1681 2379	w9_forms_001.jpg
the 	533 251 549 259	1681 2379	w9_forms_001.jpg
owner 	551 251 584 259	1681 2379	w9_forms_001.jpg
unless 	586 251 618 259	1681 2379	w9_forms_001.jpg
the 	621 251 638 259	1681 2379	w9_forms_001.jpg
owner 	640 251 672 259	1681 2379	w9_forms_001.jpg
of 	675 251 685 259	1681 2379	w9_forms_001.jpg
the 	688 251 704 259	1681 2379	w9_forms_001.jpg
LLC 	706 251 728 259	1681 2379	w9_forms_001.jpg
is	728 251 742 259	1681 2379	w9_forms_001.jpg
another 	145 261 184 269	1681 2379	w9_forms_001.jpg
LLC 	187 261 208 269	1681 2379	w9_forms_001.jpg
that 	210 261 231 269	1681 2379	w9_forms_001.jpg
is 	233 261 242 269	1681 2379	w9_forms_001.jpg
not 	245 261 262 269	1681 2379	w9_forms_001.jpg
disregarded 	265 261 326 269	1681 2379	w9_forms_001.jpg
from 	328 261 352 269	1681 2379	w9_forms_001.jpg
the 	355 261 371 269	1681 2379	w9_forms_001.jpg
owner 	374 261 406 269	1681 2379	w9_forms_001.jpg
for 	408 261 422 269	1681 2379	w9_forms_001.jpg
U.S. 	425 261 446 269	1681 2379	w9_forms_001.jpg
federal 	450 261 483 269	1681 2379	w9_forms_001.jpg
tax 	488 261 503 269	1681 2379	w9_forms_001.jpg
purposes	506 261 553 269	1681 2379	w9_forms_001.jpg
. 	553 261 555 269	1681 2379	w9_forms_001.jpg
Otherwise	559 261 611 269	1681 2379	w9_forms_001.jpg
, 	611 261 613 269	1681 2379	w9_forms_001.jpg
a 	616 261 623 269	1681 2379	w9_forms_001.jpg
single	626 261 656 269	1681 2379	w9_forms_001.jpg
-	656 261 659 269	1681 2379	w9_forms_001.jpg
member 	660 261 702 269	1681 2379	w9_forms_001.jpg
LLC 	705 261 726 269	1681 2379	w9_forms_001.jpg
that	729 261 748 269	1681 2379	w9_forms_001.jpg
is 	144 269 158 278	1681 2379	w9_forms_001.jpg
disregarded 	155 269 218 277	1681 2379	w9_forms_001.jpg
from 	221 269 243 277	1681 2379	w9_forms_001.jpg
the 	246 269 262 277	1681 2379	w9_forms_001.jpg
owner 	265 269 297 277	1681 2379	w9_forms_001.jpg
should 	299 269 334 277	1681 2379	w9_forms_001.jpg
check 	337 269 367 277	1681 2379	w9_forms_001.jpg
the 	370 269 386 277	1681 2379	w9_forms_001.jpg
appropriate 	389 269 447 277	1681 2379	w9_forms_001.jpg
box 	450 269 470 277	1681 2379	w9_forms_001.jpg
for 	473 269 487 277	1681 2379	w9_forms_001.jpg
the 	489 269 506 277	1681 2379	w9_forms_001.jpg
tax 	508 269 524 277	1681 2379	w9_forms_001.jpg
classification 	527 269 592 277	1681 2379	w9_forms_001.jpg
of 	595 269 606 277	1681 2379	w9_forms_001.jpg
its 	609 269 620 277	1681 2379	w9_forms_001.jpg
owner	624 269 655 277	1681 2379	w9_forms_001.jpg
.	654 269 657 277	1681 2379	w9_forms_001.jpg
Other 	144 283 175 291	1681 2379	w9_forms_001.jpg
(	175 283 180 290	1681 2379	w9_forms_001.jpg
see 	180 283 198 290	1681 2379	w9_forms_001.jpg
instructions	201 283 259 290	1681 2379	w9_forms_001.jpg
) 	258 283 261 290	1681 2379	w9_forms_001.jpg
►	264 283 274 290	1681 2379	w9_forms_001.jpg
5 	117 295 126 303	1681 2379	w9_forms_001.jpg
Address 	128 295 171 303	1681 2379	w9_forms_001.jpg
(	173 295 178 303	1681 2379	w9_forms_001.jpg
number	178 295 217 303	1681 2379	w9_forms_001.jpg
, 	217 295 219 303	1681 2379	w9_forms_001.jpg
street	222 295 251 303	1681 2379	w9_forms_001.jpg
, 	251 295 254 303	1681 2379	w9_forms_001.jpg
and 	257 295 277 303	1681 2379	w9_forms_001.jpg
apt	279 295 296 303	1681 2379	w9_forms_001.jpg
. 	296 295 298 303	1681 2379	w9_forms_001.jpg
or 	302 295 312 303	1681 2379	w9_forms_001.jpg
suite 	315 295 339 303	1681 2379	w9_forms_001.jpg
no	342 295 355 303	1681 2379	w9_forms_001.jpg
.	356 295 358 303	1681 2379	w9_forms_001.jpg
) 	358 295 361 303	1681 2379	w9_forms_001.jpg
See 	364 295 384 303	1681 2379	w9_forms_001.jpg
instructions	386 295 446 303	1681 2379	w9_forms_001.jpg
.	446 295 450 303	1681 2379	w9_forms_001.jpg
309311 	114 310 176 321	1681 2379	w9_forms_001.jpg
Shirley 	182 310 230 321	1681 2379	w9_forms_001.jpg
Road	235 310 270 321	1681 2379	w9_forms_001.jpg
6 	116 323 128 330	1681 2379	w9_forms_001.jpg
City	128 323 152 330	1681 2379	w9_forms_001.jpg
, 	146 323 152 330	1681 2379	w9_forms_001.jpg
state	156 323 182 330	1681 2379	w9_forms_001.jpg
, 	181 323 184 330	1681 2379	w9_forms_001.jpg
and 	187 323 207 330	1681 2379	w9_forms_001.jpg
ZIP 	208 323 226 330	1681 2379	w9_forms_001.jpg
code	229 323 256 330	1681 2379	w9_forms_001.jpg
Freemantle	118 337 192 348	1681 2379	w9_forms_001.jpg
, 	193 337 195 347	1681 2379	w9_forms_001.jpg
Southampton	202 337 293 347	1681 2379	w9_forms_001.jpg
, 	295 337 297 347	1681 2379	w9_forms_001.jpg
SO15 	303 337 339 347	1681 2379	w9_forms_001.jpg
3HW	345 337 375 347	1681 2379	w9_forms_001.jpg
7 	114 350 126 359	1681 2379	w9_forms_001.jpg
List 	127 350 150 359	1681 2379	w9_forms_001.jpg
account 	149 350 191 359	1681 2379	w9_forms_001.jpg
number	194 350 233 359	1681 2379	w9_forms_001.jpg
(	232 350 235 359	1681 2379	w9_forms_001.jpg
s	234 350 241 359	1681 2379	w9_forms_001.jpg
) 	239 350 243 359	1681 2379	w9_forms_001.jpg
here 	246 350 270 359	1681 2379	w9_forms_001.jpg
(	270 350 275 359	1681 2379	w9_forms_001.jpg
optional	275 350 314 359	1681 2379	w9_forms_001.jpg
)	314 350 317 359	1681 2379	w9_forms_001.jpg
Part 	83 378 126 386	1681 2379	w9_forms_001.jpg
I 	121 378 127 386	1681 2379	w9_forms_001.jpg
Taxpayer 	163 377 236 390	1681 2379	w9_forms_001.jpg
Identification 	242 377 340 390	1681 2379	w9_forms_001.jpg
Number 	346 377 406 390	1681 2379	w9_forms_001.jpg
(	411 377 415 390	1681 2379	w9_forms_001.jpg
TIN	415 377 441 390	1681 2379	w9_forms_001.jpg
)	442 377 446 390	1681 2379	w9_forms_001.jpg
013203673217EUR	464 366 592 373	1681 2379	w9_forms_001.jpg
(	754 283 763 288	1681 2379	w9_forms_001.jpg
Applies 	756 283 787 288	1681 2379	w9_forms_001.jpg
to 	787 283 795 288	1681 2379	w9_forms_001.jpg
accounts 	795 283 830 288	1681 2379	w9_forms_001.jpg
maintained 	832 283 873 288	1681 2379	w9_forms_001.jpg
outside 	874 283 901 288	1681 2379	w9_forms_001.jpg
the 	903 283 915 288	1681 2379	w9_forms_001.jpg
US	916 283 931 288	1681 2379	w9_forms_001.jpg
Requester's 	650 295 713 303	1681 2379	w9_forms_001.jpg
name 	715 295 743 303	1681 2379	w9_forms_001.jpg
and 	745 295 766 303	1681 2379	w9_forms_001.jpg
address 	767 295 809 303	1681 2379	w9_forms_001.jpg
(	810 295 816 303	1681 2379	w9_forms_001.jpg
optional	814 295 856 303	1681 2379	w9_forms_001.jpg
)	856 295 859 303	1681 2379	w9_forms_001.jpg
Enter 	75 393 108 402	1681 2379	w9_forms_001.jpg
your 	110 393 136 402	1681 2379	w9_forms_001.jpg
TIN 	139 393 159 402	1681 2379	w9_forms_001.jpg
in 	162 393 173 402	1681 2379	w9_forms_001.jpg
the 	177 393 195 402	1681 2379	w9_forms_001.jpg
appropriate 	198 393 265 402	1681 2379	w9_forms_001.jpg
box	268 393 290 402	1681 2379	w9_forms_001.jpg
. 	291 393 293 402	1681 2379	w9_forms_001.jpg
The 	296 393 319 402	1681 2379	w9_forms_001.jpg
TIN 	322 393 342 402	1681 2379	w9_forms_001.jpg
provided 	346 393 397 402	1681 2379	w9_forms_001.jpg
must 	400 393 430 402	1681 2379	w9_forms_001.jpg
match 	433 393 469 402	1681 2379	w9_forms_001.jpg
the 	472 393 491 402	1681 2379	w9_forms_001.jpg
name 	494 393 527 402	1681 2379	w9_forms_001.jpg
given 	530 393 560 402	1681 2379	w9_forms_001.jpg
on 	563 393 579 402	1681 2379	w9_forms_001.jpg
line 	582 393 602 402	1681 2379	w9_forms_001.jpg
1 	606 393 612 402	1681 2379	w9_forms_001.jpg
to 	616 393 628 402	1681 2379	w9_forms_001.jpg
avoid	631 393 663 402	1681 2379	w9_forms_001.jpg
backup 	74 402 120 412	1681 2379	w9_forms_001.jpg
withholding	121 402 189 412	1681 2379	w9_forms_001.jpg
. 	189 402 193 412	1681 2379	w9_forms_001.jpg
For 	196 402 215 412	1681 2379	w9_forms_001.jpg
individuals	218 402 280 412	1681 2379	w9_forms_001.jpg
, 	280 402 282 412	1681 2379	w9_forms_001.jpg
this 	286 402 307 412	1681 2379	w9_forms_001.jpg
is 	311 402 320 412	1681 2379	w9_forms_001.jpg
generally 	324 402 376 412	1681 2379	w9_forms_001.jpg
your 	378 402 405 412	1681 2379	w9_forms_001.jpg
social 	408 402 440 412	1681 2379	w9_forms_001.jpg
security 	446 402 490 412	1681 2379	w9_forms_001.jpg
number 	494 402 538 412	1681 2379	w9_forms_001.jpg
(	540 402 545 412	1681 2379	w9_forms_001.jpg
SSN	544 402 570 412	1681 2379	w9_forms_001.jpg
)	570 402 574 412	1681 2379	w9_forms_001.jpg
. 	575 402 577 412	1681 2379	w9_forms_001.jpg
However	581 402 633 412	1681 2379	w9_forms_001.jpg
, 	633 402 635 412	1681 2379	w9_forms_001.jpg
for 	640 402 656 412	1681 2379	w9_forms_001.jpg
a	659 402 666 412	1681 2379	w9_forms_001.jpg
resident 	75 413 123 423	1681 2379	w9_forms_001.jpg
alien	126 413 152 422	1681 2379	w9_forms_001.jpg
, 	152 413 155 422	1681 2379	w9_forms_001.jpg
sole 	160 413 183 422	1681 2379	w9_forms_001.jpg
proprietor	187 413 244 422	1681 2379	w9_forms_001.jpg
, 	245 413 246 422	1681 2379	w9_forms_001.jpg
or 	251 413 263 422	1681 2379	w9_forms_001.jpg
disregarded 	267 413 335 422	1681 2379	w9_forms_001.jpg
entity	338 413 371 422	1681 2379	w9_forms_001.jpg
, 	371 413 372 422	1681 2379	w9_forms_001.jpg
see 	377 413 398 422	1681 2379	w9_forms_001.jpg
the 	402 413 419 422	1681 2379	w9_forms_001.jpg
instructions 	423 413 490 422	1681 2379	w9_forms_001.jpg
for 	494 413 509 422	1681 2379	w9_forms_001.jpg
Part 	512 413 535 422	1681 2379	w9_forms_001.jpg
I	540 413 543 422	1681 2379	w9_forms_001.jpg
, 	544 413 546 422	1681 2379	w9_forms_001.jpg
later	550 413 575 422	1681 2379	w9_forms_001.jpg
. 	576 413 579 422	1681 2379	w9_forms_001.jpg
For 	582 413 602 422	1681 2379	w9_forms_001.jpg
other	605 413 635 422	1681 2379	w9_forms_001.jpg
entities	75 423 118 433	1681 2379	w9_forms_001.jpg
, 	118 423 121 432	1681 2379	w9_forms_001.jpg
it 	124 423 132 432	1681 2379	w9_forms_001.jpg
is 	136 423 145 432	1681 2379	w9_forms_001.jpg
your 	147 423 174 432	1681 2379	w9_forms_001.jpg
employer 	176 423 230 432	1681 2379	w9_forms_001.jpg
identification 	234 423 307 432	1681 2379	w9_forms_001.jpg
number 	311 423 355 432	1681 2379	w9_forms_001.jpg
(	358 423 362 432	1681 2379	w9_forms_001.jpg
EIN	362 423 382 432	1681 2379	w9_forms_001.jpg
)	382 423 385 432	1681 2379	w9_forms_001.jpg
. 	386 423 389 432	1681 2379	w9_forms_001.jpg
If 	389 423 400 432	1681 2379	w9_forms_001.jpg
you 	403 423 425 432	1681 2379	w9_forms_001.jpg
do 	428 423 443 432	1681 2379	w9_forms_001.jpg
not 	447 423 465 432	1681 2379	w9_forms_001.jpg
have 	469 423 497 432	1681 2379	w9_forms_001.jpg
a 	500 423 507 432	1681 2379	w9_forms_001.jpg
number	511 423 555 432	1681 2379	w9_forms_001.jpg
, 	556 423 558 432	1681 2379	w9_forms_001.jpg
see 	562 423 582 432	1681 2379	w9_forms_001.jpg
How 	586 423 613 432	1681 2379	w9_forms_001.jpg
to 	616 423 627 432	1681 2379	w9_forms_001.jpg
get 	631 423 650 432	1681 2379	w9_forms_001.jpg
a	653 423 660 432	1681 2379	w9_forms_001.jpg
TIN	75 434 97 441	1681 2379	w9_forms_001.jpg
, 	95 434 100 441	1681 2379	w9_forms_001.jpg
later	102 434 130 441	1681 2379	w9_forms_001.jpg
.	129 434 132 441	1681 2379	w9_forms_001.jpg
Note	75 448 107 456	1681 2379	w9_forms_001.jpg
: 	105 448 110 456	1681 2379	w9_forms_001.jpg
If 	114 448 122 456	1681 2379	w9_forms_001.jpg
the 	123 448 143 456	1681 2379	w9_forms_001.jpg
account 	145 448 193 456	1681 2379	w9_forms_001.jpg
is 	196 448 206 456	1681 2379	w9_forms_001.jpg
in 	208 448 219 456	1681 2379	w9_forms_001.jpg
more 	223 448 252 456	1681 2379	w9_forms_001.jpg
than 	255 448 280 456	1681 2379	w9_forms_001.jpg
one 	284 448 306 456	1681 2379	w9_forms_001.jpg
name	309 448 342 456	1681 2379	w9_forms_001.jpg
, 	342 448 344 456	1681 2379	w9_forms_001.jpg
see 	348 448 370 456	1681 2379	w9_forms_001.jpg
the 	372 448 391 456	1681 2379	w9_forms_001.jpg
instructions 	395 448 461 456	1681 2379	w9_forms_001.jpg
for 	465 448 480 456	1681 2379	w9_forms_001.jpg
line 	483 448 503 456	1681 2379	w9_forms_001.jpg
1. 	508 448 517 456	1681 2379	w9_forms_001.jpg
Also 	520 448 547 456	1681 2379	w9_forms_001.jpg
see 	550 448 571 456	1681 2379	w9_forms_001.jpg
